Region,,Province,,Municipality,,Barangay,,Project Name,# of Brgys., Estimated Total Cost (P) 2nd MIBF , KALAHI GRANT , Community & LGU Counterpart Commitments (LCC) , Grant Funds Released  , Tranches , LCC Delivered , Total Utilized , Grant Funds Utilized , LCC Utilized ,% Utilized from Grant released* ,% LCC utilized over delivered,% LCC delivered over committed,% Financial Accomplishment (Grant + LCC),% Physical Progress as of June 2010,1st MIBF / MIBF-PDPRA Date,2nd MIBF / MIBF-EC Date,Start Date (SPI),Completion Date,Inauguration Date,Duration of SP Construction (Calendar Days), No. of Direct HH Beneficiaries ,Remarks,# of SPs,Cluster
IV-A,4,Quezon,456,Burdeos,45606,Anibawan,45606003,Day Care Center,1,"400,000.00","201,180.77","198,819.23","201,180.77", 3rd Tranche ,"167,781.08","368,961.85","201,180.77","167,781.08",100%,100%,84%,92%,100%,28-Oct-03,18-Dec-03,28-Feb-04,19-Apr-05,20-Apr-05,416,256,,1,LUZON
IV-A,4,Quezon,456,Burdeos,45606,Bonifacio,45606004,Light House,1,"187,247.32","119,082.55","68,164.77","119,082.55", 3rd Tranche ,"75,463.46","194,546.01","119,082.55","75,463.46",100%,100%,111%,104%,100%,28-Oct-03,18-Dec-03,30-May-04,5-May-05,no data,340,178,,1,LUZON
IV-A,4,Quezon,456,Burdeos,45606,Bonifacio,45606004,Pathway concreting,1,"1,123,000.00","689,230.77","433,769.23","689,230.77", 3rd Tranche ,"431,169.23","1,120,400.00","689,230.77","431,169.23",100%,100%,99%,100%,100%,9-May-06,9-May-06,10-Sep-06,30-Nov-06,no data,81,178,,1,LUZON
IV-A,4,Quezon,456,Burdeos,45606,Cabugao,45606005,Farm To Market Road,1,"1,998,900.00","1,373,144.31","625,755.69","1,373,144.31", 3rd Tranche ,"533,521.20","1,906,665.51","1,373,144.31","533,521.20",100%,100%,85%,95%,100%,28-Oct-03,18-Dec-03,29-Mar-04,15-Mar-05,26-Jun-05,351,189,,1,LUZON
IV-A,4,Quezon,456,Burdeos,45606,Cabugao,45606005,Rehab. CIS,1,"457,000.00","280,615.38","176,384.62","280,615.38", 3rd Tranche ,"175,684.62","456,300.00","280,615.38","175,684.62",100%,100%,100%,100%,100%,9-May-06,9-May-06,10-Aug-06,30-Nov-06,no data,112,189,,1,LUZON
IV-A,4,Quezon,456,Burdeos,45606,Cabungalunan,45606006,Elevated Potable Water System,1,"650,000.00","376,434.62","273,565.38","376,434.62", 3rd Tranche ,"163,940.24","540,374.86","376,434.62","163,940.24",100%,100%,60%,83%,100%,28-Oct-03,18-Dec-03,6-May-04,31-Jan-06,no data,635,290,,1,LUZON
IV-A,4,Quezon,456,Burdeos,45606,Calutcot,45606007,Health Station,1,"750,000.00","424,168.52","325,831.48","424,168.52", 3rd Tranche ,"345,140.00","769,308.52","424,168.52","345,140.00",100%,100%,106%,103%,100%,28-Oct-03,18-Dec-03,21-Apr-04,15-Aug-04,no data,116,321,,1,LUZON
IV-A,4,Quezon,456,Burdeos,45606,Caniwan,45606008,Concreting of Pathway,1,"1,256,000.00","771,323.08","484,676.92","771,323.08", 3rd Tranche ,"395,680.87","1,167,003.95","771,323.08","395,680.87",100%,100%,82%,93%,100%,9-May-06,9-May-06,16-Oct-06,30-Nov-06,no data,45,147,,1,LUZON
IV-A,4,Quezon,456,Burdeos,45606,Carlagan,45606009,2 Cl School Building,1,"929,000.00","570,856.14","358,143.86","570,856.14", 1st Tranche ,"323,113.98","893,970.12","570,856.14","323,113.98",100%,100%,90%,96%,100%,9-May-06,9-May-06,18-Sep-06,7-Dec-06,no data,80,391,,1,LUZON
IV-A,4,Quezon,456,Burdeos,45606,Mabini,45606010,Health Station,1,"811,000.00","498,461.54","312,538.46","498,461.54", 1st Tranche ,"311,860.61","810,322.15","498,461.54","311,860.61",100%,100%,100%,100%,100%,9-May-06,9-May-06,18-Sep-06,2-Dec-06,no data,75,186,,1,LUZON
IV-A,4,Quezon,456,Burdeos,45606,Palasan,45606011,School Building 2 CL,1,"921,000.00","566,153.85","354,846.15","509,538.47", 1st Tranche ,"353,846.89","863,385.36","509,538.47","353,846.89",100%,100%,100%,94%,100%,9-May-06,9-May-06,18-Sep-06,7-Dec-06,no data,80,219,,1,LUZON
IV-A,4,Quezon,456,Burdeos,45606,Poblacion,45606012,Concreting of Pathway,1,"1,034,247.02","590,743.86","443,503.16","590,743.86", 3rd Tranche ,"743,976.14","1,334,720.00","590,743.86","743,976.14",100%,100%,168%,129%,100%,9-May-06,9-May-06,22-Aug-06,30-Nov-06,no data,100,720,,1,LUZON
IV-A,4,Quezon,456,Burdeos,45606,San Rafael,45606014,Farm To Market Road,1,"2,382,900.00","1,705,989.23","676,910.77","1,705,989.23", 3rd Tranche ,"738,062.77","2,444,052.00","1,705,989.23","738,062.77",100%,100%,109%,103%,100%,28-Oct-03,18-Dec-03,19-Apr-04,28-Feb-05,10-May-05,315,258,,1,LUZON
IV-A,4,Quezon,456,Dolores,45615,Antonino (Ayusan),45615001,Spring Development & Upgrading of Pipeline,1,"324,709.00","224,970.00","99,739.00","224,970.00", 3rd Tranche ,"127,310.50","352,280.50","224,970.00","127,310.50",100%,100%,128%,108%,100%,12-May-03,16-Jun-03,4-Sep-03,27-Oct-03,7-Feb-04,53,168,,1,LUZON
IV-A,4,Quezon,456,Dolores,45615,Antonino (Ayusan),45615001,Rehabilitation/Improvement Of Antonino Road,1,"1,382,600.00","595,210.00","787,390.00","595,210.00", 3rd Tranche ,"1,008,565.00","1,603,775.00","595,210.00","1,008,565.00",100%,100%,128%,116%,100%,18-Feb-05,30-Mar-05,14-Jul-05,10-Apr-06,no data,270,168,,1,
IV-A,4,Quezon,456,Dolores,45615,Bagong Anyo,45615002,Day Care Center,1,"375,005.40","240,624.00","134,381.40","240,624.00", 3rd Tranche ,"134,887.00","375,511.00","240,624.00","134,887.00",100%,100%,100%,100%,100%,12-May-03,16-Jun-03,1-Sep-03,23-Oct-03,15-Nov-03,52,202,,1,LUZON
IV-A,4,Quezon,456,Dolores,45615,Bulakin I,45615004,Health Station,1,"657,649.00","414,209.00","243,440.00","414,209.00", 3rd Tranche ,"141,430.00","555,639.00","414,209.00","141,430.00",100%,100%,58%,84%,100%,9-Dec-05,20-Dec-05,26-Feb-06,28-May-06,no data,91,460,,1,LUZON
IV-A,4,Quezon,456,Dolores,45615,Bulakin II,45615016,Multi Purpose Training Center,1,"1,291,275.44","598,566.60","692,708.84","598,566.60", 3rd Tranche ,"750,420.38","1,348,986.98","598,566.60","750,420.38",100%,100%,108%,104%,100%,12-May-03,16-Jun-03,1-Sep-03,27-Dec-03,17-Jan-04,117,350,,1,LUZON
IV-A,4,Quezon,456,Dolores,45615,Bungoy,45615005,Health Station,1,"395,770.05","276,570.05","119,200.00","276,570.05", 3rd Tranche ,"122,810.00","399,380.05","276,570.05","122,810.00",100%,100%,103%,101%,100%,12-May-03,16-Jun-03,2-Sep-03,29-Oct-03,25-Nov-03,57,737,,1,LUZON
IV-A,4,Quezon,456,Dolores,45615,Bungoy,45615005,Multi-Purpose Pavement,1,"744,235.00","419,176.00","325,059.00","419,176.00", 3rd Tranche ,"354,469.50","773,645.50","419,176.00","354,469.50",100%,100%,109%,104%,100%,9-Dec-05,20-Dec-05,13-Feb-06,30-May-06,no data,106,737,,1,LUZON
IV-A,4,Quezon,456,Dolores,45615,Cabatang,45615006,Concreting of Cabatang Road,1,"980,800.00","686,560.00","294,240.00","686,560.00", 3rd Tranche ,"211,587.00","898,147.00","686,560.00","211,587.00",100%,100%,72%,92%,100%,18-Feb-05,30-Mar-05,13-Jul-05,16-Nov-05,no data,126,79,,1,LUZON
IV-A,4,Quezon,456,Dolores,45615,Kinabuhayan,45615008,Riprapping Wall,1,"387,910.00","245,310.00","142,600.00","245,310.00", 3rd Tranche ,"112,445.50","357,755.50","245,310.00","112,445.50",100%,100%,79%,92%,100%,12-May-03,16-Jun-03,8-Sep-03,20-Dec-03,17-Dec-03,103,200,,1,LUZON
IV-A,4,Quezon,456,Dolores,45615,Kinabuhayan,45615008,Construction of Day Care Center,1,"669,900.00","468,930.00","200,970.00","468,930.00", 3rd Tranche ,"197,709.00","666,639.00","468,930.00","197,709.00",100%,100%,98%,100%,100%,18-Feb-05,30-Mar-05,11-Jul-05,21-Nov-05,no data,133,200,,1,LUZON
IV-A,4,Quezon,456,Dolores,45615,Kinabuhayan,45615008,Road Concreting,1,"1,123,450.00","748,150.00","375,300.00","748,150.00", 3rd Tranche ,"390,450.00","1,138,600.00","748,150.00","390,450.00",100%,100%,104%,101%,100%,9-Dec-05,20-Dec-05,14-Feb-06,31-May-06,no data,106,200,,1,LUZON
IV-A,4,Quezon,456,Dolores,45615,Manggahan,45615010,Road Concreting,1,"689,585.00","446,485.00","243,100.00","446,485.00", 3rd Tranche ,"212,124.00","658,609.00","446,485.00","212,124.00",100%,100%,87%,96%,100%,12-May-03,16-Jun-03,20-Oct-03,26-Nov-03,16-Jan-04,37,230,,1,LUZON
IV-A,4,Quezon,456,Dolores,45615,Manggahan,45615010,Concreting of Manggahan Road,1,"920,535.00","628,005.00","292,530.00","628,005.00", 3rd Tranche ,"183,942.00","811,947.00","628,005.00","183,942.00",100%,100%,63%,88%,100%,18-Feb-05,30-Mar-05,18-Jul-05,18-Nov-05,no data,123,230,,1,LUZON
IV-A,4,Quezon,456,Dolores,45615,Manggahan,45615010,Road Concreting,1,"992,180.00","681,710.00","310,470.00","681,710.00", 3rd Tranche ,"269,453.00","951,163.00","681,710.00","269,453.00",100%,100%,87%,96%,100%,9-Dec-05,20-Dec-05,21-Feb-06,26-May-06,no data,94,230,,1,LUZON
IV-A,4,Quezon,456,Dolores,45615,Pinagdanlayan,45615011,Spring Development,1,"545,790.00","374,790.00","171,000.00","374,790.00", 3rd Tranche ,"155,986.00","530,776.00","374,790.00","155,986.00",100%,100%,91%,97%,100%,12-May-03,16-Jun-03,8-Sep-03,20-Dec-03,21-Feb-04,103,503,,1,LUZON
IV-A,4,Quezon,456,Dolores,45615,Pinagdanlayan,45615011,Concreting of Pinagdanlayan Road,1,"1,331,145.00","894,775.00","436,370.00","894,775.00", 3rd Tranche ,"371,028.40","1,265,803.40","894,775.00","371,028.40",100%,100%,85%,95%,100%,18-Feb-05,30-Mar-05,8-Jul-05,20-Nov-05,no data,135,503,,1,LUZON
IV-A,4,Quezon,456,Dolores,45615,Pinagdanlayan,45615011,Road Concreting,1,"906,860.00","556,320.00","350,540.00","556,320.00", 3rd Tranche ,"223,200.00","779,520.00","556,320.00","223,200.00",100%,100%,64%,86%,100%,9-Dec-05,20-Dec-05,14-Feb-06,31-May-06,no data,106,503,,1,LUZON
IV-A,4,Quezon,456,Dolores,45615,Putol,45615012,Road Concreting,1,"542,979.00","349,939.00","193,040.00","349,939.00", 3rd Tranche ,"160,595.00","510,534.00","349,939.00","160,595.00",100%,100%,83%,94%,100%,12-May-03,16-Jun-03,10-Oct-03,16-Nov-03,5-Nov-03,37,220,,1,LUZON
IV-A,4,Quezon,456,Dolores,45615,Putol,45615012,Concreting of Putol Road,1,"1,042,700.00","719,880.00","322,820.00","719,880.00", 3rd Tranche ,"314,288.94","1,034,168.94","719,880.00","314,288.94",100%,100%,97%,99%,100%,18-Feb-05,30-Mar-05,19-Jul-05,26-Oct-05,no data,99,220,,1,LUZON
IV-A,4,Quezon,456,Dolores,45615,Putol,45615012,Road Concreting,1,"859,330.00","549,830.00","309,500.00","549,830.00", 3rd Tranche ,"249,446.60","799,276.60","549,830.00","249,446.60",100%,100%,81%,93%,100%,9-Dec-05,20-Dec-05,16-Feb-06,25-May-06,no data,98,220,,1,LUZON
IV-A,4,Quezon,456,Dolores,45615,San Mateo,45615013,Rehab Of Water Lines ,1,"542,695.00","436,059.00","106,636.00","436,059.00", 3rd Tranche ,"71,345.00","507,404.00","436,059.00","71,345.00",100%,100%,67%,93%,100%,12-May-03,16-Jun-03,25-Aug-03,24-Oct-03,13-Jul-04,60,316,,1,LUZON
IV-A,4,Quezon,456,Dolores,45615,San Mateo,45615013,Concreting of San Mateo Road,1,"1,318,000.00","806,640.00","511,360.00","806,640.00", 3rd Tranche ,"475,696.00","1,282,336.00","806,640.00","475,696.00",100%,100%,93%,97%,100%,18-Feb-05,30-Mar-05,20-Jul-05,29-Oct-05,no data,101,316,,1,LUZON
IV-A,4,Quezon,456,Dolores,45615,San Mateo,45615013,Road Concreting,1,"1,056,055.00","671,445.00","384,610.00","671,445.00", 3rd Tranche ,"443,597.50","1,115,042.50","671,445.00","443,597.50",100%,100%,115%,106%,100%,9-Dec-05,20-Dec-05,15-Feb-06,30-May-06,no data,104,316,,1,LUZON
IV-A,4,Quezon,456,Dolores,45615,Sta. Lucia,45615014,School Building,1,"1,093,411.00","668,149.00","425,262.00","668,149.00", 3rd Tranche ,"717,017.50","1,385,166.50","668,149.00","717,017.50",100%,100%,169%,127%,100%,12-May-03,16-Jun-03,28-Aug-03,18-Dec-03,18-Dec-03,112,856,,1,LUZON
IV-A,4,Quezon,456,Dolores,45615,Sta. Lucia,45615014,Road Concreting,1,"1,183,110.00","759,160.00","423,950.00","759,160.00", 3rd Tranche ,"368,750.00","1,127,910.00","759,160.00","368,750.00",100%,100%,87%,95%,100%,9-Dec-05,20-Dec-05,26-Feb-06,31-May-06,no data,94,856,,1,LUZON
IV-A,4,Quezon,456,Jomalig,45621,Apad,45621005,3-Classroom  School Building,1,"780,647.30","482,421.00","298,226.30","482,421.00", 3rd Tranche ,"649,228.80","1,131,649.80","482,421.00","649,228.80",100%,100%,218%,145%,100%,10-Oct-03,no data,22-Apr-04,12-Jun-04,no data,51,173,,1,LUZON
IV-A,4,Quezon,456,Jomalig,45621,Bukal,45621001,Water Supply with Elevated Water Tank,1,"302,870.00","160,750.00","142,120.00","160,750.00", 3rd Tranche ,"79,926.85","240,676.85","160,750.00","79,926.85",100%,100%,56%,79%,100%,10-Oct-03,no data,17-May-04,9-Nov-04,15-Jan-05,176,208,,1,LUZON
IV-A,4,Quezon,456,Jomalig,45621,Casuguran,45621002,Pathway 1.4 Kms,1,"2,165,520.00","1,500,000.00","665,520.00","1,500,000.00", 3rd Tranche ,"1,127,860.00","2,627,860.00","1,500,000.00","1,127,860.00",100%,100%,169%,121%,100%,29-Mar-06,29-Mar-06,5-May-06,30-Nov-06,no data,209,199,,1,LUZON
IV-A,4,Quezon,456,Jomalig,45621,Gango,45621003,Pathway Concreting,1,"504,450.01","312,881.31","191,568.70","312,881.31", 3rd Tranche ,"137,539.39","450,420.70","312,881.31","137,539.39",100%,100%,72%,89%,100%,10-Oct-03,no data,29-Mar-04,4-Nov-04,14-Jan-05,220,102,,1,LUZON
IV-A,4,Quezon,456,Jomalig,45621,Talisoy,45621004,Road Concreting,1,"893,632.00","543,947.69","349,684.31","543,947.69", 3rd Tranche ,"98,432.31","642,380.00","543,947.69","98,432.31",100%,100%,28%,72%,100%,10-Oct-03,no data,4-Mar-04,27-Sep-04,12-Jan-05,207,360,,1,LUZON
IV-A,4,Quezon,456,Jomalig,45621,Talisoy,45621004,Water System Level II,1,"1,991,804.52","1,498,404.52","493,400.00","1,498,404.50", 3rd Tranche ,"503,380.00","2,001,784.50","1,498,404.50","503,380.00",100%,100%,102%,101%,100%,6-May-05,15-Jun-05,1-Oct-05,12-Apr-06,8-May-06,193,360,,1,LUZON
IV-A,4,Quezon,456,Mulanay,45628,Anonang,45628003,4.56 km Farm To Market Road,1,"4,042,025.26","1,973,404.05","2,068,621.21","1,973,404.05", 3rd Tranche ,"1,559,239.17","3,532,643.22","1,973,404.05","1,559,239.17",100%,100%,75%,87%,100%,6-Nov-03,16-Dec-03,27-Mar-04,31-Aug-04,no data,157,200,,1,LUZON
IV-A,4,Quezon,456,Mulanay,45628,Anonang,45628003,Upgrading / Concredint of Farm to Market Road,1,"1,474,944.10","1,268,571.45","206,372.65","1,268,571.45",3rd Tranche,"364,887.79","1,633,459.24","1,268,571.45","364,887.79",100%,100%,177%,111%,100%,n/a,n/a,27-Mar-09,20-Jun-09,n/a,85,119,,1,LUZON
IV-A,4,Quezon,456,Mulanay,45628,Bagong Silang,45628004,Upgrading 1.95 Kms FMR,1,"4,009,860.00","1,873,700.00","2,136,160.00","1,873,700.00", 1st Tranche ,"618,110.00","2,491,810.00","1,873,700.00","618,110.00",100%,100%,29%,62%,100%,28-Mar-06,28-Mar-06,3-Aug-06,22-Apr-07,no data,262,62,,1,LUZON
IV-A,4,Quezon,456,Mulanay,45628,Bagupaye,45628005,Upgrading / Concreting of Farm to Market Road,1,"1,322,170.56","977,760.33","344,410.23","977,760.33",3rd Tranche,"374,010.23","1,342,470.56","977,760.33","364,710.23",100%,98%,109%,102%,100%,n/a,n/a,23-Mar-09,30-May-09,n/a,68,300,,1,LUZON
IV-A,4,Quezon,456,Mulanay,45628,Bolo,45628012,2.5 km Farm To Market Road,1,"2,210,113.00","1,291,625.40","918,487.60","1,291,625.40", 3rd Tranche ,"925,650.43","2,217,275.83","1,291,625.40","925,650.43",100%,100%,101%,100%,100%,6-Nov-03,16-Dec-03,22-Mar-04,28-Aug-04,31-Aug-04,159,197,,1,LUZON
IV-A,4,Quezon,456,Mulanay,45628,Bolo,45628012,2 Classroom Elementary School,1,"871,100.00","514,000.00","357,100.00","514,000.00", 3rd Tranche ,"423,526.75","937,526.75","514,000.00","423,526.75",100%,100%,119%,108%,100%,16-Feb-05,22-Apr-05,12-Jul-05,10-Mar-06,14-Mar-06,241,197,,1,LUZON
IV-A,4,Quezon,456,Mulanay,45628,Buenavista,45628013,Upgrading / Concreting of Farm to Market Road,1,"1,423,936.56","1,199,004.37","224,932.19","1,199,004.32",3rd Tranche,"323,894.69","1,533,249.01","1,199,004.32","334,244.69",100%,103%,144%,108%,100%,n/a,n/a,23-Mar-09,13-Jun-09,n/a,82,195,,1,LUZON
IV-A,4,Quezon,456,Mulanay,45628,Burgos,45628014,Farm to Market Road,1,"4,558,569.25","2,723,692.00","1,834,877.25","2,723,692.00", 2nd Tranche ,"1,369,907.96","4,093,599.96","2,723,692.00","1,369,907.96",100%,100%,75%,90%,100%,16-Feb-05,22-Apr-05,9-Sep-05,8-Nov-06,no data,425,303,,1,LUZON
IV-A,4,Quezon,456,Mulanay,45628,Burgos,45628014,Upgrading / Concreting of Farm to Market Road,1,"800,000.00","800,000.00", -   ,"800,000.00",3rd Tranche,"338,242.00","800,000.00","800,000.00", -   ,100%,0%,#DIV/0!,100%,100%,n/a,n/a,27-Apr-09,20-Jun-09,n/a,54,282,,1,LUZON
IV-A,4,Quezon,456,Mulanay,45628,Butanyog,45628015,Level II Water Supply System,1,"200,210.70","101,854.20","98,356.50","101,854.20", 3rd Tranche ,"106,506.26","208,360.46","101,854.20","106,506.26",100%,100%,108%,104%,100%,6-Nov-03,16-Dec-03,8-Mar-04,21-Aug-04,30-Aug-04,166,224,,1,LUZON
IV-A,4,Quezon,456,Mulanay,45628,Canuyep,45628016,Electrification Extension,1,"954,819.84","471,007.25","483,812.59","471,007.25", 3rd Tranche ,"411,855.66","882,862.91","471,007.25","411,855.66",100%,100%,85%,92%,100%,28-Mar-06,28-Mar-06,9-Jun-06,23-Jun-06,no data,14,372,,1,LUZON
IV-A,4,Quezon,456,Mulanay,45628,F. Nanadiego,45628017,Farm to Market Road,1,"4,527,629.00","2,424,307.70","2,103,321.30","2,424,307.70", 3rd Tranche ,"877,292.30","3,301,600.00","2,424,307.70","877,292.30",100%,100%,42%,73%,100%,16-Feb-05,22-Apr-05,13-Sep-05,6-Jun-07,no data,631,325,,1,LUZON
IV-A,4,Quezon,456,Mulanay,45628,Ibabang Yuni,45628019,8.5 km Farm To Market Road,1,"4,161,421.04","1,639,862.34","2,521,558.70","1,639,862.34", 3rd Tranche ,"1,758,387.94","3,398,250.28","1,639,862.34","1,758,387.94",100%,100%,70%,82%,100%,9-Dec-03,16-Dec-03,23-Mar-04,20-Oct-04,no data,211,393,,1,LUZON
IV-A,4,Quezon,456,Mulanay,45628,Ibabang Yuni,45628019,Health Station,1,"609,700.00","334,269.23","275,430.77","334,269.23", 3rd Tranche ,"256,830.77","591,100.00","334,269.23","256,830.77",100%,100%,93%,97%,100%,16-Feb-05,22-Apr-05,8-Jul-05,24-Mar-06,no data,259,393,,1,LUZON
IV-A,4,Quezon,456,Mulanay,45628,Ibabang Yuni,45628019,Extention of Power Mainline,1,"1,925,442.93","1,198,018.65","727,424.28","1,198,018.65",3rd Tranche,"711,956.07","1,909,974.72","1,198,018.65","711,956.07",100%,100%,98%,99%,100%,n/a,n/a,7-Apr-09,4-May-09,n/a,27,152,,1,LUZON
IV-A,4,Quezon,456,Mulanay,45628,Ilayang Cambuga (Mabini),45628020,"Upgrading / Concreting of Farm to Market Road, 380m",1,"2,610,109.05","1,996,568.51","613,540.54","1,996,568.51",3rd Tranche,"607,988.19","2,679,056.70","1,996,568.51","682,488.19",100%,112%,99%,103%,100%,n/a,n/a,26-Mar-09,13-Jun-09,n/a,79,687,,1,LUZON
IV-A,4,Quezon,456,Mulanay,45628,Lantangan,45628022,Upgrading 2.075 Kms FMR,1,"2,382,880.00","954,523.00","1,428,357.00","954,523.00", 3rd Tranche ,"406,357.00","1,360,880.00","954,523.00","406,357.00",100%,100%,28%,57%,100%,28-Mar-06,28-Mar-06,23-Jun-06,15-Dec-06,no data,175,247,,1,LUZON
IV-A,4,Quezon,456,Mulanay,45628,Latangan,45628022,Extension of Power Main Line,1,"1,724,851.18","1,063,980.28","660,870.90","1,063,980.28",3rd Tranche,"630,731.59","1,695,211.87","1,063,980.28","631,231.59",100%,100%,95%,98%,100%,n/a,n/a,6-Apr-09,25-May-09,n/a,49,220,,1,LUZON
IV-A,4,Quezon,456,Mulanay,45628,Mabini,45628020,Upgrading 3 kms FMR,1,"5,758,600.00","2,649,385.00","3,109,215.00","2,634,406.20", 1st Tranche ,"954,615.00","3,589,021.20","2,634,406.20","954,615.00",100%,100%,31%,62%,100%,28-Mar-06,28-Mar-06,6-Jul-06,26-Apr-07,no data,294,294,,1,LUZON
IV-A,4,Quezon,456,Mulanay,45628,Magsaysay,45628024,3 Classroom Elementary School,1,"1,292,100.00","774,692.31","517,407.69","774,692.31", 3rd Tranche ,"382,407.69","1,157,100.00","774,692.31","382,407.69",100%,100%,74%,90%,100%,16-Feb-05,22-Apr-05,1-May-06,30-Nov-06,no data,213,154,,1,LUZON
IV-A,4,Quezon,456,Mulanay,45628,Magsaysay,45628024,Upgrading of Spring Water Source,1,"945,094.50","669,368.83","275,725.67","669,368.83",3rd Tranche,"264,638.17","932,607.00","669,368.83","263,238.17",100%,99%,96%,99%,100%,n/a,n/a,31-Mar-09,13-Jun-09,n/a,74,180,,1,LUZON
IV-A,4,Quezon,456,Mulanay,45628,Matataja,45628025,Upgrading of Farm to Market Road,1,"1,909,897.50","1,625,727.65","284,169.85","1,625,727.65",3rd Tranche,"284,569.85","1,928,597.50","1,625,727.65","302,869.85",100%,106%,100%,101%,100%,n/a,n/a,25-Mar-09,28-May-09,n/a,64,226,,1,LUZON
IV-A,4,Quezon,456,Mulanay,45628,Patabog,45628027,4 km Farm To Market Road,1,"2,496,894.70","905,880.54","1,591,014.16","905,880.54", 3rd Tranche ,"1,206,830.05","2,112,710.59","905,880.54","1,206,830.05",100%,100%,76%,85%,100%,9-Dec-03,16-Dec-03,26-Mar-04,8-Dec-04,no data,257,676,,1,LUZON
IV-A,4,Quezon,456,Mulanay,45628,Poblacion (Brgy 1),45628006,Construction of 2m by 270m Pathway,1,"585,547.06","368,882.35","216,664.71","368,882.35", 3rd Tranche ,"183,489.71","552,372.06","368,882.35","183,489.71",100%,100%,85%,94%,100%,6-Nov-03,16-Dec-03,27-Feb-04,2-Sep-04,no data,188,287,,1,LUZON
IV-A,4,Quezon,456,Mulanay,45628,Poblacion (Brgy 1),45628006,Upgrading 150mx2m Pathway,1,"694,955.00","472,042.00","222,913.00","472,042.00", 3rd Tranche ,"270,100.00","742,142.00","472,042.00","270,100.00",100%,100%,121%,107%,100%,28-Mar-06,28-Mar-06,22-May-06,15-Oct-06,no data,146,287,,1,LUZON
IV-A,4,Quezon,456,Mulanay,45628,Poblacion (Brgy 2),45628008,Construction 300m Line Canal,1,"1,454,854.00","849,401.54","605,452.46","849,401.54", 3rd Tranche ,"202,631.32","1,052,032.86","849,401.54","202,631.32",100%,100%,33%,72%,100%,28-Mar-06,28-Mar-06,23-May-06,15-Oct-06,no data,145,781,,1,LUZON
IV-A,4,Quezon,456,Mulanay,45628,Poblacion (Brgy 3),45628009,Day Care Center,1,"418,703.00","223,079.00","195,624.00","223,079.00", 3rd Tranche ,"211,433.45","434,512.45","223,079.00","211,433.45",100%,100%,108%,104%,100%,6-Nov-03,16-Dec-03,15-Mar-04,26-Sep-04,31-Aug-04,195,247,,1,LUZON
IV-A,4,Quezon,456,Mulanay,45628,Poblacion (Brgy 4),45628010,Sea Wall,1,"1,669,300.00","1,156,807.70","512,492.30","1,156,807.70", 3rd Tranche ,"635,416.05","1,792,223.75","1,156,807.70","635,416.05",100%,100%,124%,107%,100%,16-Feb-05,22-Apr-05,19-Jul-05,8-Nov-06,no data,477,174,,1,LUZON
IV-A,4,Quezon,456,Mulanay,45628,Poblacion 1,45628006,Concreting of Line Canal with Cover,1,"1,353,206.92","944,352.38","408,854.54","944,352.38",3rd Tranche,"410,232.87","1,354,585.25","944,352.38","410,232.87",100%,100%,100%,100%,100%,n/a,n/a,23-Mar-09,20-Jun-09,n/a,89,164,,1,LUZON
IV-A,4,Quezon,456,Mulanay,45628,Poblacion II,45628008,Concreting of Line Canal with Cover and Cross Drainage,1,"1,710,913.60","1,093,440.40","617,473.20","1,093,440.40",3rd Tranche,"643,357.58","1,736,797.98","1,093,440.40","643,357.58",100%,100%,104%,102%,100%,n/a,n/a,23-Mar-09,13-Jun-09,n/a,82,350,,1,LUZON
IV-A,4,Quezon,456,Mulanay,45628,Poblacion III,45628009,Fab. Of Stl Casement Cover of Flood Cont. Open Line Canal,1,"960,186.67","723,779.09","236,407.58","723,779.09",3rd Tranche,"256,228.83","886,380.92","723,779.09","162,601.83",100%,63%,108%,92%,100%,n/a,n/a,23-Mar-09,20-Jun-09,n/a,89,200,,1,LUZON
IV-A,4,Quezon,456,Mulanay,45628,Poblacion IV,45628010,Const. of Prop. Ext. of Flood Control w/ Wingwall,1,"1,411,554.05","956,818.72","454,735.33","956,818.72",3rd Tranche,"460,616.58","1,417,435.30","956,818.72","460,616.58",100%,100%,101%,100%,100%,n/a,n/a,23-Mar-09,13-Jun-09,n/a,82,159,,1,LUZON
IV-A,4,Quezon,456,Mulanay,45628,Sagongon,45628028,3.7 km Farm To Market Road,1,"3,139,433.68","1,654,256.68","1,485,177.00","1,654,256.68", 3rd Tranche ,"679,691.85","2,333,948.53","1,654,256.68","679,691.85",100%,100%,46%,74%,100%,6-Nov-03,16-Dec-03,29-Mar-04,2-Feb-05,no data,310,92,,1,LUZON
IV-A,4,Quezon,456,Mulanay,45628,Sagongon,45628028,Day Care Center,1,"573,700.00","413,000.00","160,700.00","413,000.00", 3rd Tranche ,"163,750.00","576,750.00","413,000.00","163,750.00",100%,100%,102%,101%,100%,16-Feb-05,22-Apr-05,15-Aug-05,24-Mar-06,no data,221,92,,1,LUZON
IV-A,4,Quezon,456,Mulanay,45628,San Isidro,45628029,Upgrading of Spring Water Source (Level II Water System),1,"653,916.90","282,609.36","371,307.54","282,609.36",3rd Tranche,"404,707.54","687,316.90","282,609.36","404,707.54",100%,100%,109%,105%,100%,n/a,n/a,28-Apr-09,13-Jun-09,n/a,46,74,,1,LUZON
